title,location,price,landsize,Road,bedroom,bathroom,url,direction,parking,built year,district,Municipality,vdc,builtyear,checkmun
"3BHK Modern House on Sale in Imadol, Gwarko, Lalitpur",Imadol,13500000,684.5,13,3,2,https://nepalhomesearch.com/property/3bhk-modern-house-on-sale-in-imadol-gwarko-lalitpur/,,3-,2072,lalitpur,,,,
House for sale at Kirtipur | sold,,13500000,1026.75,10,4,3,https://www.gharghaderi.com/house/984-House-for-sale-at-Kirtipur/,South,3-,,Kathmandu,Kirtipur,Panga,2076,Kirtipur
Beautiful House in beautiful Jharuwarashi | 9803267612,,13000000,1625.68,12,3,2,https://www.gharghaderi.com/house/2116-Beautiful-House-in-beautiful-Jharuwarashi/,West,3+,,Lalitpur,Godawari,Jharuwarashi,2068,Godawari
House for sale in Thankot Chandragiri Kathmandu | 9851142573,,13000000,1026.75,24,5,3,https://www.gharghaderi.com/house/845-House-for-sale-in-Thankot-Chandragiri-Kathmandu/,,3-,,Kathmandu,Chandragiri,Thankot,,Chandragiri
New One Storey House on Sale @ Tikathali !! | 9864260884 sold,,13000000,983.96,13,2,1,https://www.gharghaderi.com/house/1974-New-One-Storey-House-on-Sale-@-Tikathali-!!/,South,3-,,Lalitpur,Mahalaxmi,Tikathali,2076,Mahalaxmi
new house in gokarna | 9851003105,,13000000,1026.75,13,2,1,https://www.gharghaderi.com/house/2668-new-house-in-gokarna/,East,3-,,Kathmandu,Kathmandu,gokarna,2076,Kathmandu
"Seshmati, Lambagar, Kathmandu | 9861898926",,12700000,1026.75,10,3,1,https://www.gharghaderi.com/house/2272-Seshmati-Lambagar-Kathmandu/,North,3-,,Kathmandu,Tarakeshwor,"Lambagar, Sesmati",2072,Tarakeshwor
Badikhel House on 5  AANA_Pitched road touching mohda for sell | 9823650970,,12500000,1711.25,16,3,1,https://www.gharghaderi.com/house/908-Badikhel-House-on-5- AANA_Pitched-road-touching-mohda-for-sell/,West,3-,,Lalitpur,godawari,Badikhel,2067,godawari
Badikhel(Godawari) House on 5  AANA_Touching Pitched road_ For Sell | 9823650970,,12500000,1711.25,16,3,1,https://www.gharghaderi.com/house/907-Badikhel(Godawari)-House-on-5- AANA_Touching-Pitched-road_-For-Sell/,West,3-,,Lalitpur,godawari,badikhel,2067,godawari
House for sale at Imadol Lalitpur | 9818281369,,12500000,941.1875,20,2,1,https://www.gharghaderi.com/house/804-House-for-sale-at-Imadol-Lalitpur/,east,3-,,Lalitpur,Mahalaxmi,Imadol,,Mahalaxmi
House for sale at Kapan 10 Budhanilkantha | 9849815364,,12500000,855.625,8,4,3,https://www.gharghaderi.com/house/385-House-for-sale-at-Kapan-10-Budhanilkantha/,,,,Kathmandu,Budhanilkantha,Kapan,,Budhanilkantha
House for sale in Suryabinayak Bhaktapur | 9851129421,,12500000,1112.31,13,2,1,https://www.gharghaderi.com/house/1112-House-for-sale-in-Suryabinayak-Bhaktapur/,East,3-,,Bhaktapur,Suryabinayak,Darjeeling Height,2076,Suryabinayak
House on sale at pepsicola | 9808067302,,12500000,855.625,8,2,1,https://www.gharghaderi.com/house/1283-House-on-sale-at-pepsicola/,South,3-,,Kathmandu,Kageshwori-Manohara,Townplanning,2076,Kageshwori-Manohara
New house sales at kapan kharibot Kathmandu | 9860325808,,12500000,1026.75,13,2,1,https://www.gharghaderi.com/house/933-New-house-sales-at-kapan-kharibot-Kathmandu/,South,3-,,Kathmandu,Kathmandu,Kharibot,2073,Kathmandu
1 storey house on sale in Thatikot Tikathali | 9864260884 sold,,12200000,1026.75,12,2,1,https://www.gharghaderi.com/house/1607-1-storey-house-on-sale-in-Thatikot-Tikathali/,South,3-,,Lalitpur,Mahalaxmi,Tikathali,2076,Mahalaxmi
1 storey house for sale in Tikathali Lalitpur | 9851155216 sold,,12000000,1026.75,13,2,2,https://www.gharghaderi.com/house/801-1-storey-house-for-sale-in-Tikathali-Lalitpur/,East,3-,,Lalitpur,Mahalaxmi,Tikathali,2075,Mahalaxmi
House for sale at Bhaktapur | 9851129421,,12000000,1026.75,12,2,1,https://www.gharghaderi.com/house/1149-House-for-sale-at-Bhaktapur/,East,3-,,Bhaktapur,Suryabinayak,suryabinayak,2076,Suryabinayak
One-story house on sale at Tikathali,"Tikathali, Mahalaxmi",12000000,1005.35,12,2,2,https://nepalhomesearch.com/property/one-story-house-on-sale-at-tikathali/,South,3-,2078,lalitpur,,,,
"Residential House On Sale at Tarkeshwor-04, Sesmati, Kathmandu On NRs. 1.2 Crore | 9745300858",,12000000,1518.73,3,1,1,https://www.gharghaderi.com/house/2802-Residential-House-On-Sale-at-Tarkeshwor-04-Sesmati-Kathmandu-On-NRs.-1.2-Crore/,West,3-,,Kathmandu,Kathmandu,"Tarkeshwor-04, Sesmati",2076,Kathmandu
1 storey house on sale at Tikathali Lalitpur | 9861589682,,11500000,855.62,12,3,1,https://www.gharghaderi.com/house/1139-1-storey-house-on-sale-at-Tikathali-Lalitpur/,East,3-,,Lalitpur,Mahalaxmi,Tikathali,2076,Mahalaxmi
Kathmandu | 9841445185,,11500000,1359.98,,2,2,https://www.gharghaderi.com/house/1474-Kathmandu/,East,3-,,Kathmandu,Gokarneshwor,Makalbari,2073,Gokarneshwor
1 storey house for sale in Tikathali Mahalaxmi Lalitpur | 9841755189 sold,,11200000,1026.75,13,2,1,https://www.gharghaderi.com/house/839-1-storey-house-for-sale-in-Tikathali-Mahalaxmi-Lalitpur/,East,3-,,Lalitpur,Mahalaxmi,Tikathali,2075,Mahalaxmi
House for sale in Chandragiri Balambu | 9813011115,,11000000,855.62,10,4,3,https://www.gharghaderi.com/house/474-House-for-sale-in-Chandragiri-Balambu/,East,3-,,Kathmandu,Chandragiri,Balambu,2075,Chandragiri
"House for sell in fulbari chowk, bhainsepati | 9818394094",,11000000,1026.75,40,3,2,https://www.gharghaderi.com/house/1738-House-for-sell-in-fulbari-chowk-bhainsepati/,South east,3-,,Lalitpur,Lalitpur,Bhainsepati,2075,Lalitpur
Single story house for sale at Thali Kathmandu,"Thali, Kageshwari-Manohara, 46603",11000000,1219.26,10,2,1,https://nepalhomesearch.com/property/single-story-house-for-sale-at-thali-kathmandu/,South-east,3-,2078,kathmandu,,,,
Brand New One Storey House on Sale | 9864260884 sold,,10900000,877.01,13,2,1,https://www.gharghaderi.com/house/924-Brand-New-One-Storey-House-on-Sale/,North,3-,,Lalitpur,Mahalaxmi,Tikathali,2076,Mahalaxmi
2.5 storey house on sale at Dadathok | 9818414072,,10500000,983.96,13,3,2,https://www.gharghaderi.com/house/1262-2.5-storey-house-on-sale-at-Dadathok/,West,3-,,Lalitpur,Mahalaxmi,Dadathok,2074,Mahalaxmi
Cheap new attractive house for sale in Bhaktapur,Sudal,10500000,1069.53,10,2,2,https://nepalhomesearch.com/property/house-for-sale-in-bhaktapur/,West,3-,2075,bhaktapur,,,,
House for sale at Dachi Kathmandu | 9841138668,,10500000,1026.75,13,3,1,https://www.gharghaderi.com/house/469-House-for-sale-at-Dachi-Kathmandu/,,3-,,Kathmandu,Kageshwori-Manohara,Thali,,Kageshwori-Manohara
Mountain View House at Sale Gahate Mahalaxmi | 9818414072,,10500000,1026.75,20,1,1,https://www.gharghaderi.com/house/1264-Mountain-View-House-at-Sale-Gahate-Mahalaxmi/,North east,3-,,Lalitpur,Mahalaxmi,Gahate,2076,Mahalaxmi
House for sale | 9851225903,,10000000,410.7,6,1,2,https://www.gharghaderi.com/house/931-House-for-sale/,East,3-,,Kathmandu,Kathmandu,,2075,Kathmandu
1 story house for sale at Thankot,"Thankot, Chandragiri",9500000,1155.09,13,2,1,https://nepalhomesearch.com/property/1-story-house-for-sale-at-thankot/,East,3-,2074,kathmandu,,,,
1.5 storey house for sale in Thankot 7 Chandragiri | 9851155216,,9500000,1219.26,13,2,1,https://www.gharghaderi.com/house/796-1.5-storey-house-for-sale-in-Thankot-7-Chandragiri/,East,3-,,Kathmandu,Chandragiri,Thankot,2074,Chandragiri
"House for sale near Thali chaur, Dachhi-5 Kathmandu | 9860000538",,9100000,900,10,3,2,https://www.gharghaderi.com/house/1688-House-for-sale-near-Thali-chaur-Dachhi-5-Kathmandu/,West,3-,,Kathmandu,Kathmandu,Thali milan chowk,2073,Kathmandu
Samanthali naya basti | 9813875249,,9000000,1060.975,10,3,2,https://www.gharghaderi.com/house/1866-Samanthali-naya-basti/,North,3-,,Bhaktapur,BMC,"Samanthali , duwakot",2075,BMC
Single story house for sale at Matatirtha,"Matatirtha, Chandragiri 44600",8700000,1026.75,13,2,1,https://nepalhomesearch.com/property/single-story-house-for-sale-at-matatirtha/,North,3-,2078,kathmandu,,,,
"House sale at jhochee, basantapur | 9860605506",,8500000,427.81,6,1,1,https://www.gharghaderi.com/house/1945-House-sale-at-jhochee-basantapur/,East,3-,,Kathmandu,Kathmandu,Jhoor,2076,Kathmandu
Beautiful house made in 3  AANA at Dadathok | 9818414072,,7500000,1026.75,13,2,1,https://www.gharghaderi.com/house/1263-Beautiful-house-made-in-3- AANA-at-Dadathok/,North,3-,,Lalitpur,Mahalaxmi,Dadathok,2071,Mahalaxmi
"2.5 storied house for sale at Dhalmal, Tarkeshwor | 9846725328",,5000000,1200,12,7,3,https://www.gharghaderi.com/house/2991-2.5-storied-house-for-sale-at-Dhalmal-Tarkeshwor/,South west,3-,,Kathmandu,Tarakeshwor ,Dhalmal Pul,2076,Tarakeshwor 
Old House for Sale inside Bhaktapur only for Bhaktapurians | 9803828501,,4000000,513.375,6,2,1,https://www.gharghaderi.com/house/1885-Old-House-for-Sale-inside-Bhaktapur-only-for-Bhaktapurians/,East,3-,,Bhaktapur,BMC,Bhaktapur,2076,BMC
