title,district,Municipality,vdc,landsize,Road,price,bedroom,bathroom,builtyear,parking,direction,url
Attractive house on sale at Sanepa Lalitpur | 9851081301,Lalitpur,Lalitpur,Sanepa,0-4-2-0,12 Ft,"3,00,00,000",6,5,,car 1,East,https://www.gharghaderi.com/house/966-Attractive-house-on-sale-at-Sanepa-Lalitpur/
House For Sale at Imadol | 9843516279,Lalitpur,Lalitpur,Imadol,3,12,"1,60,00,000",5,3,2068,Motorbike,East,https://www.gharghaderi.com/house/958-House-For-Sale-at-Imadol/
"House suitable Hospital,college,Hotel, as well as residence is urgently for sale in Chandragadi ,Jhapa. | 9842637738",Jhapa,Bhadrapur,5.5 Kattha,5.5 Kattha,30 Ft,"2,05,00,000",3,2,2070,Car 3+,East,https://www.gharghaderi.com/house/956-House-suitable-Hospital-college-Hotel-as-well-as-residence-is-urgently-for-sale-in-Chandragadi-Jhapa./
New Japanese Style House For Business + Residential Purposes | 8180967427,Lalitpur,Lalitpur,Khumaltar,6 Ana,20 Ft,"6,50,00,000",5,4,2074,Car 2,East,https://www.gharghaderi.com/house/955-New-Japanese-Style-House-For-Business-+-Residential-Purposes/
Start business in the Heart of the City | 9854024396,Dhanusha,Janakpurdham,Bhamarpura chowk,,,"1,00,000",8,5+,2067,Car 3+,East,https://www.gharghaderi.com/house/950-Start-business-in-the-Heart-of-the-City/
Maharajgunj House for Sale | 9803867323,Kathmandu,Kathmandu,Maharajgunj,5,12 Ft,"3,80,00,000",8,4,2076,Car 1,West,https://www.gharghaderi.com/house/946-Maharajgunj-House-for-Sale/
Beautiful house for sale | 9823079533,kathmandu,Budhanilkantha,Jorpati,32,,"4,50,00,000",5,5+,2076,Car 3+,East,https://www.gharghaderi.com/house/945-Beautiful-house-for-sale/
Modern bungalow for sale in Golfutar Budhanilkantha | 9840872228,Kathmandu,Budhanilkantha,Golfutar,1-0-0-0,20 Ft,"26,99,99,999",6,4,2074,Car 3+,South,https://www.gharghaderi.com/house/942-Modern-bungalow-for-sale-in-Golfutar-Budhanilkantha/
new house pokhara bijyapur | 9806508723,Kaski,pokhara,bijyapur,,16 Ft,"1,25,00,000",1,1,2074,Motorbike,East,https://www.gharghaderi.com/house/941-new-house-pokhara-bijyapur/
New House sale in Pokhara 17 Birauta (near Shangri la Village) | 9808507628,Kaski,Pokhara,Birauta,2.5 Anna,12 Ft,"1,80,00,000",4,4,2076,Car 1,East,https://www.gharghaderi.com/house/939-New-House-sale-in-Pokhara-17-Birauta-(near-Shangri-la-Village)/
URGENT NEW HOUSE FOR SALE near international airport pokhara | 9816178129,Kaski,Pokhara,,1200 Sqft,12 Ft,"2,19,00,000",8,3,2074,Car 2,East,https://www.gharghaderi.com/house/937-URGENT-NEW-HOUSE-FOR-SALE-near-international-airport-pokhara/
House for sale in Golfutar Height Budhanilkantha | 9840872228,Kathmandu,Budhanilkantha,Golfutar,0-4-0-0,20,"3,65,00,000",5,3,2076,Car 1,East,https://www.gharghaderi.com/house/934-House-for-sale-in-Golfutar-Height-Budhanilkantha/
New house sales at kapan kharibot Kathmandu | 9860325808,Kathmandu,Kathmandu,Kharibot,3,13,"1,25,00,000",2,1,2073,Car 1,South,https://www.gharghaderi.com/house/933-New-house-sales-at-kapan-kharibot-Kathmandu/
2.5 storey house for sale at Dhapakhel 15 Lalitpur. | 9817105701,Lalitpur,Lalitpur,Dhapakhel,0-9-2-0,30 Ft,"4,60,00,000",5,3,2076,Car 1,East,https://www.gharghaderi.com/house/932-2.5-storey-house-for-sale-at-Dhapakhel-15-Lalitpur./
House for sale | 9851225903,Kathmandu,Kathmandu,,1.2 Ana,6 Ft,"1,00,00,000",1,2,2075,Motorbike,East,https://www.gharghaderi.com/house/931-House-for-sale/
Brand New One Storey House on Sale | 9864260884 sold,Lalitpur,Mahalaxmi,Tikathali,2 Ana 2 Paisa 1 Dam,13 Ft,"1,09,00,000",2,1,2076,Car 1,North,https://www.gharghaderi.com/house/924-Brand-New-One-Storey-House-on-Sale/
House for sale in Thankot 7 Chandragiri Kathmandu | 9819049777,Kathmandu,Chandragiri,Thankot,0-12-0-0,22 Ft,"4,29,00,000",8,5+,2076,Car 3+,East,https://www.gharghaderi.com/house/914-House-for-sale-in-Thankot-7-Chandragiri-Kathmandu/
Har Har Mahadev Beautiful House Sale | 9843400954,Kathmandu,Kageshwori-Manohara,har har mahadev,Nepal,10 Ft,"3,70,00,000",8,4,2075,Car 1,East,https://www.gharghaderi.com/house/911-Har-Har-Mahadev-Beautiful-House-Sale/
House on rent at Sitapaila Ramkot | 9841333358,Kathmandu,Nagarjun,Sitapaila,4,20 Ft,"40,000",4,3,2075,Motorbike,East,https://www.gharghaderi.com/house/909-House-on-rent-at-Sitapaila-Ramkot/
Badikhel House on 5 Anna_Pitched road touching mohda for sell | 9823650970,Lalitpur,godawari,Badikhel,5,16 Ft,"1,25,00,000",3,1,2067,Car 1,West,https://www.gharghaderi.com/house/908-Badikhel-House-on-5-Anna_Pitched-road-touching-mohda-for-sell/
Badikhel(Godawari) House on 5 Anna_Touching Pitched road_ For Sell | 9823650970,Lalitpur,godawari,badikhel,5 Anna,16 Ft,"1,25,00,000",3,1,2067,Car 1,West,https://www.gharghaderi.com/house/907-Badikhel(Godawari)-House-on-5-Anna_Touching-Pitched-road_-For-Sell/
Brand new house for sale in Chapali | 9863315491,Kathmandu,Budhanilkantha,Chapali,4.5 Aana,12 Ft,"2,70,00,000",5,4,,car 1,west,https://www.gharghaderi.com/house/904-Brand-new-house-for-sale-in-Chapali/
House for sale | 9828733738,Kathmandu,Nagarjun,Sitapaila,3.25,16 Ft,"1,75,00,000",5,4,2073,Car 1,North,https://www.gharghaderi.com/house/902-House-for-sale/
New house for sale in Imadol 6 Lalitpur | 9849649859 sold,Kathmandu,Mahalaxmi,Imadol,0-3-0-0,13 Ft,"1,80,00,000",6,3,2076,Car 1,North east,https://www.gharghaderi.com/house/900-New-house-for-sale-in-Imadol-6-Lalitpur/
House with 2 shutter on Rent at Hattiban | 985117646,Lalitpur,Lalitpur,Hattiban,4 ANAA,12 Ft,"75,000",3,3,2075,Car 1,East,https://www.gharghaderi.com/house/890-House-with-2-shutter-on-Rent-at-Hattiban/
House for sale at Imadol Lalitpur | 9851047901,Kathmandu,Mahalaxmi,Imadol,4,20Ft,"2,10,00,000",4,4,2074,car 1,,https://www.gharghaderi.com/house/878-House-for-sale-at-Imadol-Lalitpur/
House for sale in Dhapasi 7 Tokha | 9818152649,Kathmandu,Tokha,Dhapasi,0-4-0-0,13 Ft,"2,95,00,000",5,4,2075,Car 1,East,https://www.gharghaderi.com/house/864-House-for-sale-in-Dhapasi-7-Tokha/
New house for sale at Pasikot | 9851056076,Kathmandu,Budhanilkantha,Pasikot,0-6-0-0,13 Ft,"3,20,00,000",5,4,2075,Car 1,South east,https://www.gharghaderi.com/house/863-New-house-for-sale-at-Pasikot/
House for sale in Bhaisepati lalitpur | 9851246456,Lalitpur,Lalitpur,Bhaisepati,0-4-2-0,13 Ft,"2,85,00,000",6,4,2075,Car 1,East,https://www.gharghaderi.com/house/862-House-for-sale-in-Bhaisepati-lalitpur/
Brand new house for sale at Budhanilkantha | 9840872228,Kathmandu,Budhanilkantha,Pasikot,0-5-2-0,14 Ft,"3,40,00,000",5,5+,2075,Car 1,East,https://www.gharghaderi.com/house/859-Brand-new-house-for-sale-at-Budhanilkantha/
3 storey house for sale in Budhanilkantha Kathmandu | 9840872228,Kathmandu,Budhanilkantha,Pasikot,0-3-0-2,15 Ft,"2,25,00,000",6,5+,2075,Car 1,South east,https://www.gharghaderi.com/house/858-3-storey-house-for-sale-in-Budhanilkantha-Kathmandu/
New house for sale at Sanagaun Mahalaxmi Lalitpur | 01-5180352,Lalitpur,Mahalaxmi,Sanagaun,0-5-0-3,13 Feet,"2,80,00,000",5,3,2075,Car 1,East,https://www.gharghaderi.com/house/856-New-house-for-sale-at-Sanagaun-Mahalaxmi-Lalitpur/
House for sale at Bafal Sitapaila | 9849001447,Kathmandu,Nagarjun,Bafal,0-3-0-0,12 Ft,"2,45,00,000",4,3,,car 1,east,https://www.gharghaderi.com/house/853-House-for-sale-at-Bafal-Sitapaila/
2.5 storey new house for sale in Sano Bharyang Nagarjun | 9841356008,Kathmandu,Nagarjun,San-Bharyang,0-5-1-0,20 Ft,"2,90,00,000",7,4,2075,Car 1,West,https://www.gharghaderi.com/house/849-2.5-storey-new-house-for-sale-in-Sano-Bharyang-Nagarjun/
New house for sale in Gurjudhara 5 Chandragiri | 9841022857,Kathmandu,Chandragiri,Gurjudhara,0-3-2-0,16 Ft,"1,65,00,000",4,3,2075,Car 1,East,https://www.gharghaderi.com/house/848-New-house-for-sale-in-Gurjudhara-5-Chandragiri/
House for rent in Basundhara | 9861828129,Kathmandu,Kathmandu,Basundhara,0-6-0-0,16 Ft,"1,20,000",6,4,2075,Car 3+,East,https://www.gharghaderi.com/house/847-House-for-rent-in-Basundhara/
2 storey house for rent in Thaiba Godawari | sold,Lalitpur,Godawari,Thaiba,0-4-2-0,12 Ft,"1,10,000",3,3,2075,Car 1,East,https://www.gharghaderi.com/house/846-2-storey-house-for-rent-in-Thaiba-Godawari/
House for sale in Thankot Chandragiri Kathmandu | 9851142573,Kathmandu,Chandragiri,Thankot,0-3-0-0,24 Ft,"1,30,00,000",5,3,,car 1,,https://www.gharghaderi.com/house/845-House-for-sale-in-Thankot-Chandragiri-Kathmandu/
1 storey house for sale in Tikathali Mahalaxmi Lalitpur | 9841755189 sold,Lalitpur,Mahalaxmi,Tikathali,0-3-0-0,13 Ft,"1,12,00,000",2,1,2075,Car 1,East,https://www.gharghaderi.com/house/839-1-storey-house-for-sale-in-Tikathali-Mahalaxmi-Lalitpur/
Modern house for sale in Greenland 8 Tokha | 9860909044,Kathmandu,Tokha,Greenland,0-7-1-1,16 Ft,"3,80,00,000",7,5+,2069,Car 1,South,https://www.gharghaderi.com/house/832-Modern-house-for-sale-in-Greenland-8-Tokha/
House for rent in Khusibu Nayabazar KTM | 9808774383,Kathmandu,Kathmandu,Khusibu,6-0-0,20 Ft,"20,000",,,,,west,https://www.gharghaderi.com/house/827-House-for-rent-in-Khusibu-Nayabazar-KTM/
House for sale at Chabahil | 9802242843,Kathmandu,Kathmandu,Samakhusi,0-7-1-1,7 Ft,"5,20,00,000",6,,,,,https://www.gharghaderi.com/house/825-House-for-sale-at-Chabahil/
New house for sale at Balkot 2 Suryabinayak | 9823592493,Bhaktapur,Suryabinayak,Balkot,0-5-0-2,30 Ft,"4,25,00,000",5,4,2075,Car 1,South,https://www.gharghaderi.com/house/819-New-house-for-sale-at-Balkot-2-Suryabinayak/
Modern Bungalow for sale in Deuba-chowk Budhanilkantha | 9818066455,Kathmandu,Budhanilkantha,Deuba-chowk,0-7-0-0,13 Ft,"3,65,00,000",3,3,2075,Car 1,East,https://www.gharghaderi.com/house/818-Modern-Bungalow-for-sale-in-Deuba-chowk-Budhanilkantha/
3 storey house for sale in Aryal Gaun 7 Gokarneshwor | 9818467766,Kathmandu,Gokarneshwor,Aryal-Gaun,0-4-0-0,13 Ft,"2,75,00,000",3,5+,2074,Car 2,South,https://www.gharghaderi.com/house/815-3-storey-house-for-sale-in-Aryal-Gaun-7-Gokarneshwor/
House for sale at Kapan | 9844651771,Kathmandu,Budhanilkantha,Kapan,3 Aana,12 Feet,"1,40,00,000",2,1,,bike only,,https://www.gharghaderi.com/house/814-House-for-sale-at-Kapan/
House for sale at Imadol Lalitpur | 9818281369,Lalitpur,Mahalaxmi,Imadol,2.75 Aana,20 Ft.,"1,25,00,000",2,1,,car 1,east,https://www.gharghaderi.com/house/804-House-for-sale-at-Imadol-Lalitpur/
1 storey house for sale in Tikathali Lalitpur | 9851155216 sold,Lalitpur,Mahalaxmi,Tikathali,0-3-0-0,13 Ft,"1,20,00,000",2,2,2075,Car 1,East,https://www.gharghaderi.com/house/801-1-storey-house-for-sale-in-Tikathali-Lalitpur/
New house for sale in Hattigauda | 9840872228,Kathmandu,Budhanilkantha,Hattigauda,0-4-0-0,12 Ft,"2,80,00,000",5,3,2075,Car 1,East,https://www.gharghaderi.com/house/800-New-house-for-sale-in-Hattigauda/
House for sale at Sitapaila | 9801176477,Kathmandu,Nagarjun,Sitapaila,0-3-1-0,15 Ft,"1,70,00,000",4,2,,car 1,east,https://www.gharghaderi.com/house/798-House-for-sale-at-Sitapaila/
3.5 story new house for sale in Nayabasti 6 Gokarneshwor | 9851060663,Kathmandu,Gokarneshwor,Nayabasti,0-5-1-2,12 Ft,"3,55,00,000",7,5+,2075,Car 1,East,https://www.gharghaderi.com/house/797-3.5-story-new-house-for-sale-in-Nayabasti-6-Gokarneshwor/
1.5 storey house for sale in Thankot 7 Chandragiri | 9851155216,Kathmandu,Chandragiri,Thankot,0-3-2-1,13 Ft,"95,00,000",2,1,2074,Car 1,East,https://www.gharghaderi.com/house/796-1.5-storey-house-for-sale-in-Thankot-7-Chandragiri/
House for sale in Madhyapur Thimi Bhaktapur | 9851129421,Bhaktapur,Madhyapur-Thimi,Suryabinayak,0-3-0-0,13 Ft,"2,15,00,000",6,5+,2073,Car 1,East,https://www.gharghaderi.com/house/792-House-for-sale-in-Madhyapur-Thimi-Bhaktapur/
New house for sale in Budhanilkantha | 9840872228,Kathmandu,Budhanilkantha,Pasikot,0-4-2-0,12 Ft,"3,10,00,000",5,2,2074,Car 1,South east,https://www.gharghaderi.com/house/770-New-house-for-sale-in-Budhanilkantha/
House for sale at Putalisadak | 9851235417,Kathmandu,Kathmandu,Putalisadak,0-3-2-1,20 Ft+,"12,00,00,000",10,6,,bike only,west,https://www.gharghaderi.com/house/767-House-for-sale-at-Putalisadak/
Bungalow for sale in Hattigauda Budhanilkantha | 9851155216,Kathmandu,Budhanilkantha,Hattigauda,0-5-2-0,13 Ft,"3,34,00,000",5,5+,2074,Car 2,South east,https://www.gharghaderi.com/house/765-Bungalow-for-sale-in-Hattigauda-Budhanilkantha/
House for sale at Pepsicola khahare | 9848571067,Kathmandu,Kathmandu,Pepsicola,6,14,"3,40,00,000",5,4,,bike only,,https://www.gharghaderi.com/house/760-House-for-sale-at-Pepsicola-khahare/
Lavish Bungalow for sale at Dhobighat Lalitpur | 9851155216,Lalitpur,Lalitpur,Dhobighat,0-20-0-0,16 Ft,"11,00,00,000",4,2,2004,car 3-5,south east,https://www.gharghaderi.com/house/757-Lavish-Bungalow-for-sale-at-Dhobighat-Lalitpur/
"Modern house for sale in Hattigauda, Budhanilkantha | 9840872228",Kathmandu,Budhanilkantha,Hattigauda,0-5-0-5,12 Ft,"3,75,00,000",5,2,2074,Car 1,East,https://www.gharghaderi.com/house/755-Modern-house-for-sale-in-Hattigauda-Budhanilkantha/
Bungalow for sale in Sukedhara Budhanilkantha | 9840872228,Kathmandu,Budhanilkantha,Sukedhara,0-4-0-0,13 Ft,"3,50,00,000",6,4,2075,Car 1,East,https://www.gharghaderi.com/house/732-Bungalow-for-sale-in-Sukedhara-Budhanilkantha/
Brand new house for sale in Budhanilkantha Kathmandu | 9840872228,Kathmandu,Budhanilkantha,Pasikot,0-0-0-0,30 Ft,"3,90,00,000",6,3,2075,Car Port,East,https://www.gharghaderi.com/house/730-Brand-new-house-for-sale-in-Budhanilkantha-Kathmandu/
Apartment for rent in Damside Pokhara | 9846048048,Kaski,PMC,Damside,0-0-0-0,20 Ft,"1,111",2,3,,bike only,east,https://www.gharghaderi.com/house/729-Apartment-for-rent-in-Damside-Pokhara/
House for sale in Kirtipur Kathmandu | 9841765173,Kathmandu,Kirtipur,Bhatkepati,5.5 Ana,,"1,50,00,000",,,,,,https://www.gharghaderi.com/house/726-House-for-sale-in-Kirtipur-Kathmandu/
Bungalow style house for sale in Kusunti Lalitpur | 9808766985,Lalitpur,Lalitpur,Kusunti,0-5-2-2,13 Ft,"3,95,00,000",4,4,,car 3-5,,https://www.gharghaderi.com/house/722-Bungalow-style-house-for-sale-in-Kusunti-Lalitpur/
New house for sale in Tokha Grande Hospital | 9840872228,Kathmandu,Tokha,Greenland,4 Aana,13 Ft,"2,75,00,000",5,5+,2075,Car 2,East,https://www.gharghaderi.com/house/716-New-house-for-sale-in-Tokha-Grande-Hospital/
Bungalow for sale in Narayanthan Budhanilkantha Kathmandu | 9840872228,Kathmandu,Budhanilkantha,Narayanthan,0-13-0-0,14 Ft,"7,20,00,000",5,4,2074,Car 3+,South east,https://www.gharghaderi.com/house/715-Bungalow-for-sale-in-Narayanthan-Budhanilkantha-Kathmandu/
Brand New house for sale in Mandikatar Dhumbarahi | 9823013235 sold,Kathmandu,Kathmandu,Mandikataar,0-5-0-0,13 Ft,"2,80,00,000",6,4,2075,Car 2,East,https://www.gharghaderi.com/house/714-Brand-New-house-for-sale-in-Mandikatar-Dhumbarahi/
Bungalow for sale in Sitapaila Nagarjun | 9818424657,Kathmandu,Nagarjun,Sitapaila,0-4-1-0,13 Ft,"2,53,00,000",5,5+,2075,Car 1,East,https://www.gharghaderi.com/house/713-Bungalow-for-sale-in-Sitapaila-Nagarjun/
Furnished new house for sale in Pasikot Budhanilkantha | 9818424657,Kathmandu,Budhanilkantha,Pasikot,0-5-2-0,14 Ft,"3,25,00,000",6,5+,2075,Car 2,East,https://www.gharghaderi.com/house/712-Furnished-new-house-for-sale-in-Pasikot-Budhanilkantha/
Bungalow for Sale in Rudreshwor Budhanilkantha | 9840872228,Kathmandu,Budhanilkantha,Rudreshwor,0-12-0-0,12 Ft,"5,00,00,000",7,5+,2075,Car 3+,East,https://www.gharghaderi.com/house/711-Bungalow-for-Sale-in-Rudreshwor-Budhanilkantha/
Flat system house for sale in Balaju Boharatar | 9843599656,Kathmandu,Kathmandu,Balaju,0-3-0-0,13ft,"3,00,00,000",7,5,2073,car 1,,https://www.gharghaderi.com/house/705-Flat-system-house-for-sale-in-Balaju-Boharatar/
House for sale in Bagdol Nakkhu Lalitpur | 9813585383,Lalitpur,Lalitpur,Bagdol,5 Aana,8 Fit,"2,45,00,000",6,4,,car 2+,,https://www.gharghaderi.com/house/700-House-for-sale-in-Bagdol-Nakkhu-Lalitpur/
Fully furnished house for sale in Pasikot Budhanilkantha | +977984965 sold,Kathmandu,Budhanilkantha,Pasikot,0-4-1-0,13 Ft,"2,30,00,000",6,5,,car 1,,https://www.gharghaderi.com/house/687-Fully-furnished-house-for-sale-in-Pasikot-Budhanilkantha/
House for sale in Sitapaila Nagarjun Kathmandu | 9843319744,Kathmandu,Nagarjun,Sitapaila,0-7-0-0,18ft,"3,05,00,000",6,5,,car 1,east,https://www.gharghaderi.com/house/685-House-for-sale-in-Sitapaila-Nagarjun-Kathmandu/
VIP New house for sale in Bhaisepati 18 Lalitpur | sold,Lalitpur,Lalitpur,Bhaisepati,0-4-2-0,20 Ft,"3,50,00,000",5,4,2075,Car 2,South east,https://www.gharghaderi.com/house/683-VIP-New-house-for-sale-in-Bhaisepati-18-Lalitpur/
VIP Bungalow for rent in Deuwa chowk Budhanilkantha | 9840872228,Kathmandu,Budhanilkantha,Deuwa-Chowk,3-0-0-0,20 Ft,"5,75,000",8,5+,2075,Car 3+,East,https://www.gharghaderi.com/house/677-VIP-Bungalow-for-rent-in-Deuwa-chowk-Budhanilkantha/
House for sale in Kapan 11 Budhanilkantha | 9851088564,Kathamndu,Budhanilkantha,Kapan,0-5-0-0,12 Ft,"2,60,00,000",6,4,,car 1,,https://www.gharghaderi.com/house/676-House-for-sale-in-Kapan-11-Budhanilkantha/
Vibrant house for sale in Thaiba Lalitpur | 9851141833,Lalitpur,Godawari,Thaiba,0-4-0-1,13 Feet,"1,90,00,000",4,4,,,east,https://www.gharghaderi.com/house/671-Vibrant-house-for-sale-in-Thaiba-Lalitpur/
New house for sale in Sipdol 8 Suryabinayak | 9841 21227,Bhaktapur,Suryabinayak,Sipadol,0-6-0-0,15 Ft,"4,80,00,000",7,5+,2074,Car 2,West,https://www.gharghaderi.com/house/662-New-house-for-sale-in-Sipdol-8-Suryabinayak/
4 Storey New House at Balkot 2 Suryabinayak | 9843453334,Bhaktapur,Suryabinayak,Balkot,0-4-2-2,13 Ft,"2,80,00,000",8,5+,2075,Car 1,East,https://www.gharghaderi.com/house/646-4-Storey-New-House-at-Balkot-2-Suryabinayak/
House for sale in Balkot 3 Suryabinayak | 9844013234,Bhaktapur,Suryabinayak,Balkot,0-3-2-0,26 Ft,"1,95,00,000",4,3,2073,Car 1,East,https://www.gharghaderi.com/house/645-House-for-sale-in-Balkot-3-Suryabinayak/
1 story house for sale at Hattiban 23 Lalitpur | 9841402135,Lalitpur,Godawari,Hattiban,0-9-0-1,14 Ft,"2,68,00,000",3,1,Older than 2067,Car 2,East,https://www.gharghaderi.com/house/643-1-story-house-for-sale-at-Hattiban-23-Lalitpur/
Bungalow for sale in Chapagaun Lalitpur | 9805394429,Lalitpur,Godawari,Chapagaun,0-5-0-0,14 Ft,"3,00,00,000",5,3,2075,Car 2,South west,https://www.gharghaderi.com/house/640-Bungalow-for-sale-in-Chapagaun-Lalitpur/
New house for sale at Manamaiju 19 Tarkeshwor | 9849295561,Kathmandu,Tarkeshwor,Manamaiju,0-3-2-0,10 Ft,"1,60,00,000",5,2,2075,Car 1,East,https://www.gharghaderi.com/house/635-New-house-for-sale-at-Manamaiju-19-Tarkeshwor/
Bungalow for sale at Maharajgunj | 9801028304,Kathmandu,Kathmandu,Maharajgunj,0-8-1-1,14 Ft,"6,50,00,000",8,5+,2075,Car Port,East,https://www.gharghaderi.com/house/634-Bungalow-for-sale-at-Maharajgunj/
House for sale at Gothatar 9 Kaageshwori Manohar | 9813172585,Kathmandu,Kageshwori-Manohara,Gothatar,0-4-1-0,16 Ft,"2,30,00,000",6,5+,2075,Car Port,East,https://www.gharghaderi.com/house/629-House-for-sale-at-Gothatar-9-Kaageshwori-Manohar/
House for sale in Golfutar 10 Budhanilkantha | 9843810955,Kathmandu,Budhanilkantha,Golfutar,0-8-0-0,13 Ft,"5,05,00,000",5,5+,2068,Car 2,East,https://www.gharghaderi.com/house/628-House-for-sale-in-Golfutar-10-Budhanilkantha/
Semi-commercial house for sale at Gongabu KTM | 9851246683,Kathmandu,Kathmandu,Gongabu,0-7-0-0,12 Ft,"2,50,00,000",8,6,,car 1,,https://www.gharghaderi.com/house/627-Semi-commercial-house-for-sale-at-Gongabu-KTM/
House for sale in Gongabu Mitranagar | 9846180990,Kathmandu,Kathmandu,Gongabu,0-3-2-0,12 Ft,"2,37,50,000",6,5+,2075,Car 1,East,https://www.gharghaderi.com/house/626-House-for-sale-in-Gongabu-Mitranagar/
Commercial house for sale at Dhungeadda Kalanki Kathmandu | 9817239960,Kathmandu,Kathmandu,Dhungeadda,0-5-1-0,30 Ft,"3,15,00,000",7,4,2075,Car Port,East,https://www.gharghaderi.com/house/624-Commercial-house-for-sale-at-Dhungeadda-Kalanki-Kathmandu/
House for sale at Dhungeadda Chandragiri | 9851162057,Kathmandu,Chandragiri,Dhungeadda,0-2-2-0,16 Ft,"1,70,00,000",6,3,2069,Car 1,East,https://www.gharghaderi.com/house/623-House-for-sale-at-Dhungeadda-Chandragiri/
Modern house at Dhubmarahi 4 Kathmandu | 984025123,Kathmandu,Kathmandu,Dhumbarahi,0-8-0-0,12 Ft,"6,00,00,000",8,5+,2075,Car 2,East,https://www.gharghaderi.com/house/622-Modern-house-at-Dhubmarahi-4-Kathmandu/
Furnished bungalow for sale at Dhumbarahi Kathmandu | 9851155216,Kathmandu,Kathmandu,Dhumbarahi,0-12-0-0,10 Ft,"7,50,00,000",5,5+,2075,Car 3+,East,https://www.gharghaderi.com/house/621-Furnished-bungalow-for-sale-at-Dhumbarahi-Kathmandu/
House for sale Sarsawati Nagar Chabahil Kathmandu | 9841288248,Kathmandu,Kathmandu,Chabahil,0-4-3-0,20 Ft,"3,15,00,000",7,7,2070,car 2+,,https://www.gharghaderi.com/house/615-House-for-sale-Sarsawati-Nagar-Chabahil-Kathmandu/
House for sale in Jyotinagar 10 Budhanilkantha | 9823013235,Kathmandu,Budhanilkantha,Jyotinagar,4.5 Aana,13 Ft,"2,60,00,000",5,5,2074,car 1,south,https://www.gharghaderi.com/house/612-House-for-sale-in-Jyotinagar-10-Budhanilkantha/
New house for sale in Bhangal Budhanilkantha | 9823013235,Kathmandu,Budhanilkantha,Bhangal,0-4-0-1,13 Ft,"2,38,00,000",5,5+,2075,Car Port,East,https://www.gharghaderi.com/house/611-New-house-for-sale-in-Bhangal-Budhanilkantha/
house for sale at Mulpani Pipalbot | 014115679,Kathmandu,Kathmandu,Mulpani,0-4-0-0,10 Ft,"2,45,00,000",6,3,2075,Car 1,East,https://www.gharghaderi.com/house/610-house-for-sale-at-Mulpani-Pipalbot/
House for sale at Budhanilkantha | 9851141343,Kathmandu,Budhanilkantha,Taulung,0-14-0-0,13 Feet,"4,85,00,000",5,5,,car 2+,,https://www.gharghaderi.com/house/605-House-for-sale-at-Budhanilkantha/
New house for sale in Jyotinagar 10 Budhanilkantha | 9823013235,Kathmandu,Budhanilkantha,Jyotinagar,0-3-2-0,13 Ft,"2,25,00,000",5,4,2075,car 1,East,https://www.gharghaderi.com/house/599-New-house-for-sale-in-Jyotinagar-10-Budhanilkantha/
House for sale in Balaju Seshmati kathmandu | 9843560512,Kathmandu,Nagarjun,Balaju,1-0-0-2,13 Ft,"6,50,00,000",,,,,,https://www.gharghaderi.com/house/582-House-for-sale-in-Balaju-Seshmati-kathmandu/
House for sale in Sukedhara | 9823013235,Kathmandu,Budhanilkantha,Sukedhara,0-5-0-0,13 Ft,"2,98,00,000",5,5+,2075,Car 2,West,https://www.gharghaderi.com/house/581-House-for-sale-in-Sukedhara/
New house for sale in Sitapaila 4 Nagarjun Kathmandu | 9869573665,Kathmandu,Nagarjun,Sitapaila,0-3-3-0,12 Ft,"2,75,00,000",4,4,2075,Car Port,North east,https://www.gharghaderi.com/house/567-New-house-for-sale-in-Sitapaila-4-Nagarjun-Kathmandu/
Bungalow on rent at Budhanilkantha Kathmandu | 9801078183,Kathmandu,Budhanilkantha,Siddhartha-Colony,0-19-0-0,13+,"2,50,000",8,4,2075,Car 3+,East,https://www.gharghaderi.com/house/566-Bungalow-on-rent-at-Budhanilkantha-Kathmandu/
House for sale in Dhapaheight | 9851155216,Lalitpur,Lalitpur,Dhapaheight,0-4-1-3,12 Ft,"2,05,00,000",4,3,,car 1,,https://www.gharghaderi.com/house/557-House-for-sale-in-Dhapaheight/
House for rent in Kupondole Lalitpur | 9851155216,Lalitpur,Lalitpur,Kupondole,17 Aana,13 Ft,"4,50,000",,,,,,https://www.gharghaderi.com/house/552-House-for-rent-in-Kupondole-Lalitpur/
House for sale in Dhapaheight Lalitpur | 9851155216 sold,Lalitpur,Lalitpur,Dhapaheight,0-4-0-0,12 Ft,"1,70,00,000",,,,,,https://www.gharghaderi.com/house/547-House-for-sale-in-Dhapaheight-Lalitpur/
New house for sale in Mandikatar Budhanilkantha | 9851155216 Sold,Kathmandu,Budhanilkantha,Mandikataar,0-3-1-0,12 Ft,"2,20,00,000",5,5+,2075,Car Port,East,https://www.gharghaderi.com/house/546-New-house-for-sale-in-Mandikatar-Budhanilkantha/
House for sale in Budhanilkantha Kathmandu | 9864337460,Kathmandu,Budhanilkantha,Bhangal,0-6-0-0,13 Ft,"3,50,00,000",6,4,,car 2+,west,https://www.gharghaderi.com/house/543-House-for-sale-in-Budhanilkantha-Kathmandu/
House for sale in Dallu Chagal | 9808616462,Kathmandu,Kathmandu,Dallu,6.5,20feet,"5,00,00,000",,,,,,https://www.gharghaderi.com/house/524-House-for-sale-in-Dallu-Chagal/
